status,accident_index,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,car_passenger,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2.02E+12,10356451,1,1,1,2,31,6,3,0,9,1,-1
Unvalidated,2.02E+12,10356451,1,2,2,2,42,7,3,1,9,1,7
Unvalidated,2.02E+12,10356513,2,1,1,1,16,4,3,0,3,1,2
Unvalidated,2.02E+12,10356528,1,1,1,2,61,9,3,0,9,1,4
Unvalidated,2.02E+12,10356538,1,1,3,2,64,9,2,0,0,1,3
Unvalidated,2.02E+12,101161631,2,1,1,2,26,6,3,0,9,1,3
Unvalidated,2.02E+12,101161708,2,1,1,1,30,6,3,0,1,1,3
Unvalidated,2.02E+12,101161732,2,1,1,1,-1,-1,3,0,2,-1,-1
Unvalidated,2.02E+12,101162103,2,1,1,2,38,7,3,0,9,1,6
Unvalidated,2.02E+12,101162287,1,1,3,2,75,10,2,0,0,1,4
Unvalidated,2.02E+12,101165482,2,1,2,2,53,8,3,1,9,-1,-1
Unvalidated,2.02E+12,101167800,2,1,1,2,48,8,3,0,9,1,2
Unvalidated,2.02E+12,101167800,2,2,2,1,48,8,3,1,9,1,2
Unvalidated,2.02E+12,101168468,2,1,1,2,34,6,3,0,9,1,2
Unvalidated,2.02E+12,101168468,2,2,2,2,9,2,3,2,9,-1,-1
Unvalidated,2.02E+12,101169166,1,1,1,2,32,6,3,0,9,1,4
Unvalidated,2.02E+12,101169166,2,2,1,2,41,7,3,0,9,1,10
Unvalidated,2.02E+12,101169166,2,3,2,1,8,2,3,2,9,1,10
Unvalidated,2.02E+12,101169166,2,4,2,2,43,7,3,1,9,1,3
Unvalidated,2.02E+12,101169166,3,5,1,2,60,9,3,0,9,1,4
Unvalidated,2.02E+12,101169273,1,1,1,1,43,7,2,0,5,1,1
Unvalidated,2.02E+12,101170246,2,1,1,1,30,6,2,0,2,-1,-1
Unvalidated,2.02E+12,101170617,2,1,1,1,33,6,3,0,1,1,2
Unvalidated,2.02E+12,101171632,2,1,1,1,35,6,3,0,9,1,2
Unvalidated,2.02E+12,101171632,2,2,2,1,27,6,3,1,9,1,9
Unvalidated,2.02E+12,101172039,2,1,1,1,40,7,2,0,1,1,9
Unvalidated,2.02E+12,101172513,2,1,1,1,79,11,3,0,22,1,1
Unvalidated,2.02E+12,101172837,1,1,1,2,19,4,3,0,9,3,7
Unvalidated,2.02E+12,101174793,2,1,1,2,62,9,2,0,1,-1,-1
Unvalidated,2.02E+12,101174816,1,1,1,1,20,4,3,0,9,1,9
Unvalidated,2.02E+12,101175016,1,1,3,1,11,3,3,0,0,1,2
Unvalidated,2.02E+12,101175321,1,1,3,1,63,9,3,0,0,1,1
Unvalidated,2.02E+12,101176137,1,1,1,2,26,6,3,0,1,1,4
Unvalidated,2.02E+12,101176156,2,1,1,1,29,6,3,0,9,1,4
Unvalidated,2.02E+12,101176870,2,1,1,1,-1,-1,3,0,22,-1,-1
Unvalidated,2.02E+12,101177284,2,1,1,1,64,9,2,0,9,1,2
Unvalidated,2.02E+12,101177284,2,2,2,1,10,2,3,1,9,1,1
Unvalidated,2.02E+12,101177284,2,3,2,2,6,2,2,2,9,1,1
Unvalidated,2.02E+12,101177380,1,1,3,2,11,3,2,0,0,-1,-1
Unvalidated,2.02E+12,101177410,2,1,1,2,25,5,3,0,9,1,3
Unvalidated,2.02E+12,101177410,2,2,2,2,-1,-1,3,1,9,1,3
Unvalidated,2.02E+12,101179887,2,1,1,1,57,9,3,0,1,-1,-1
Unvalidated,2.02E+12,101180315,2,1,1,1,36,7,3,0,1,1,5
Unvalidated,2.02E+12,101181653,2,1,1,2,39,7,3,0,1,1,6
Unvalidated,2.02E+12,101181660,2,1,2,2,5,1,3,0,11,1,1
Unvalidated,2.02E+12,101181744,2,1,1,2,25,5,3,0,9,1,9
Unvalidated,2.02E+12,101182083,2,1,1,1,51,8,3,0,9,2,1
Unvalidated,2.02E+12,101183062,1,1,1,1,51,8,2,0,5,1,9
Unvalidated,2.02E+12,101183262,2,1,1,2,23,5,3,0,9,1,3
Unvalidated,2.02E+12,101183262,3,2,1,2,61,9,3,0,9,-1,-1
Unvalidated,2.02E+12,10364274,1,1,2,2,52,8,3,0,11,1,2
Unvalidated,2.02E+12,10364288,1,1,3,1,26,6,3,0,0,1,4
Unvalidated,2.02E+12,10364315,1,1,1,2,43,7,3,0,9,-1,-1
Unvalidated,2.02E+12,10364315,1,2,2,1,8,2,3,1,9,1,3
Unvalidated,2.02E+12,10364347,1,1,1,1,27,6,3,0,19,1,1
Unvalidated,2.02E+12,10364371,1,1,1,1,57,9,3,0,9,1,2
Unvalidated,2.02E+12,10364373,1,1,1,2,79,11,3,0,9,1,6
Unvalidated,2.02E+12,10364373,2,2,1,1,46,8,3,0,8,1,8
Unvalidated,2.02E+12,10364385,1,1,3,1,18,4,3,0,0,1,7
Unvalidated,2.02E+12,10364389,1,1,3,2,36,7,3,0,0,1,2
Unvalidated,2.02E+12,10364399,1,1,1,1,26,6,3,0,9,1,3
Unvalidated,2.02E+12,10364399,1,2,2,1,-1,-1,3,1,9,1,8
Unvalidated,2.02E+12,10364403,1,1,1,2,21,5,3,0,9,1,1
Unvalidated,2.02E+12,10364403,1,2,2,-1,-1,-1,3,1,9,1,1
Unvalidated,2.02E+12,10364413,1,1,2,2,64,9,3,1,9,1,6
Unvalidated,2.02E+12,10364419,1,1,1,1,25,5,3,0,3,1,3
Unvalidated,2.02E+12,10364421,1,1,3,1,12,3,2,0,0,1,2
Unvalidated,2.02E+12,10364447,1,1,2,2,82,11,3,0,11,1,5
Unvalidated,2.02E+12,10364459,1,1,1,2,54,8,3,0,9,3,7
Unvalidated,2.02E+12,10364471,1,1,1,2,50,8,3,0,9,1,3
Unvalidated,2.02E+12,10364489,2,1,1,1,31,6,3,0,1,1,5
Unvalidated,2.02E+12,10364491,1,1,1,1,43,7,3,0,1,1,7
Unvalidated,2.02E+12,10364514,1,1,1,1,27,6,3,0,3,1,2
Unvalidated,2.02E+12,10364545,1,1,1,2,40,7,3,0,9,1,2
Unvalidated,2.02E+12,10364586,1,1,1,2,31,6,3,0,9,1,4
Unvalidated,2.02E+12,10364626,4,1,1,1,45,7,3,0,8,1,2
Unvalidated,2.02E+12,10364679,1,1,1,1,21,5,3,0,3,1,2
Unvalidated,2.02E+12,10364701,1,1,3,1,29,6,2,0,0,1,6
Unvalidated,2.02E+12,10364728,2,1,1,1,22,5,3,0,3,1,3
Unvalidated,2.02E+12,10364784,1,1,1,1,20,4,2,0,9,1,4
Unvalidated,2.02E+12,10364784,2,2,1,2,48,8,3,0,9,1,9
Unvalidated,2.02E+12,10364807,1,1,1,2,28,6,3,0,9,1,7
Unvalidated,2.02E+12,10364845,1,1,1,2,26,6,3,0,9,1,6
Unvalidated,2.02E+12,10364864,1,1,1,1,30,6,3,0,3,1,2
Unvalidated,2.02E+12,10364878,2,1,1,1,37,7,3,0,19,1,5
Unvalidated,2.02E+12,10364887,1,1,1,1,23,5,3,0,9,1,4
Unvalidated,2.02E+12,10364887,2,2,2,2,48,8,3,2,9,1,4
Unvalidated,2.02E+12,10364893,1,1,1,1,31,6,3,0,9,1,9
Unvalidated,2.02E+12,10364979,1,1,1,1,26,6,3,0,4,1,6
Unvalidated,2.02E+12,10364980,1,1,1,1,25,5,2,0,5,1,4
Unvalidated,2.02E+12,10365012,2,1,1,2,23,5,2,0,90,1,7
Unvalidated,2.02E+12,10365014,1,1,3,2,32,6,2,0,0,-1,-1
Unvalidated,2.02E+12,10365043,1,1,2,2,32,6,3,1,9,1,3
Unvalidated,2.02E+12,10365045,1,1,3,1,38,7,2,0,0,1,2
Unvalidated,2.02E+12,10365079,2,1,1,1,21,5,3,0,1,1,2
Unvalidated,2.02E+12,41160098,2,1,1,1,74,10,2,0,1,1,10
Unvalidated,2.02E+12,41160113,2,1,1,1,24,5,2,0,9,1,5
Unvalidated,2.02E+12,41160789,1,1,2,1,1,1,3,2,9,1,5
Unvalidated,2.02E+12,41160789,2,2,1,1,78,11,3,0,9,1,7
Unvalidated,2.02E+12,41161235,2,1,1,2,26,6,3,0,9,1,1
Unvalidated,2.02E+12,41161500,1,1,1,2,53,8,2,0,9,1,5
Unvalidated,2.02E+12,41162118,1,1,1,2,23,5,3,0,9,1,2
Unvalidated,2.02E+12,41162219,2,1,1,1,51,8,3,0,9,1,3
Unvalidated,2.02E+12,41162367,1,1,1,1,19,4,3,0,9,3,8
Unvalidated,2.02E+12,41162367,1,2,2,1,18,4,2,1,9,2,9
Unvalidated,2.02E+12,41162468,2,1,1,1,58,9,3,0,1,1,1
Unvalidated,2.02E+12,41162658,2,1,1,1,32,6,3,0,9,2,4
Unvalidated,2.02E+12,41162924,1,1,1,2,19,4,3,0,9,1,9
Unvalidated,2.02E+12,41164222,2,1,2,1,20,4,3,1,9,2,5
Unvalidated,2.02E+12,41164321,1,1,1,1,66,10,2,0,1,2,9
Unvalidated,2.02E+12,41164630,2,1,1,1,53,8,2,0,97,1,5
Unvalidated,2.02E+12,41164969,3,1,1,1,56,9,3,0,98,1,3
Unvalidated,2.02E+12,41165139,1,1,1,2,41,7,2,0,9,1,3
Unvalidated,2.02E+12,41165139,2,2,1,2,68,10,3,0,9,1,5
Unvalidated,2.02E+12,41166442,1,1,1,2,45,7,3,0,9,1,3
Unvalidated,2.02E+12,41166442,1,2,2,2,8,2,3,2,9,1,3
Unvalidated,2.02E+12,41166442,2,3,1,2,33,6,3,0,9,3,8
Unvalidated,2.02E+12,41166852,2,1,1,2,23,5,3,0,9,1,3
Unvalidated,2.02E+12,41166852,2,2,2,1,23,5,3,1,9,1,4
Unvalidated,2.02E+12,41166852,3,3,1,1,25,5,3,0,9,1,9
Unvalidated,2.02E+12,41166949,1,1,3,1,76,11,3,0,0,1,1
Unvalidated,2.02E+12,41166997,1,1,1,2,32,6,3,0,9,1,3
Unvalidated,2.02E+12,41167139,2,1,1,1,19,4,3,0,1,3,8
Unvalidated,2.02E+12,41167262,1,1,1,1,46,8,2,0,97,3,8
Unvalidated,2.02E+12,41167520,2,1,1,1,31,6,3,0,97,2,10
Unvalidated,2.02E+12,41168390,1,1,2,2,21,5,3,1,9,1,1
Unvalidated,2.02E+12,41168620,2,1,1,2,52,8,3,0,9,1,3
Unvalidated,2.02E+12,41168701,2,1,1,1,29,6,3,0,9,1,1
Unvalidated,2.02E+12,41168701,2,2,2,2,31,6,3,1,9,1,10
Unvalidated,2.02E+12,41169424,2,1,1,1,21,5,3,0,97,1,2
Unvalidated,2.02E+12,41169797,1,1,3,2,81,11,2,0,0,1,8
Unvalidated,2.02E+12,41170004,1,1,3,1,60,9,2,0,0,1,2
Unvalidated,2.02E+12,41170690,1,1,1,1,40,7,3,0,9,1,4
Unvalidated,2.02E+12,41170734,1,1,3,2,20,4,2,0,0,1,2
Unvalidated,2.02E+12,41170957,1,1,1,2,58,9,3,0,9,1,1
Unvalidated,2.02E+12,41170957,2,2,1,1,55,8,3,0,9,1,1
Unvalidated,2.02E+12,41171047,1,1,1,1,64,9,2,0,1,1,9
Unvalidated,2.02E+12,41171470,1,1,1,1,50,8,3,0,97,2,8
Unvalidated,2.02E+12,41171545,1,1,1,2,20,4,3,0,9,1,6
Unvalidated,2.02E+12,41171545,2,2,1,2,67,10,3,0,9,1,7
Unvalidated,2.02E+12,10356559,1,1,2,2,-1,-1,3,2,9,1,5
Unvalidated,2.02E+12,10356631,1,1,1,2,46,8,3,0,9,1,7
Unvalidated,2.02E+12,10356713,2,1,1,2,32,6,3,0,1,1,4
Unvalidated,2.02E+12,10356735,1,1,3,1,21,5,2,0,0,-1,-1
Unvalidated,2.02E+12,10356743,1,1,1,1,33,6,3,0,9,1,7
Unvalidated,2.02E+12,10356745,2,1,1,1,31,6,3,0,4,-1,-1
Unvalidated,2.02E+12,10356754,2,1,2,1,47,8,3,1,9,1,4
Unvalidated,2.02E+12,10356808,1,1,1,1,43,7,3,0,3,1,2
Unvalidated,2.02E+12,10356816,1,1,1,1,39,7,3,0,98,1,1
Unvalidated,2.02E+12,10356839,1,1,1,2,54,8,3,0,9,1,3
Unvalidated,2.02E+12,10356839,1,2,2,-1,-1,-1,3,1,9,1,6
Unvalidated,2.02E+12,10356878,1,1,3,2,84,11,3,0,0,1,4
Unvalidated,2.02E+12,10356914,1,1,1,1,53,8,3,0,5,1,2
Unvalidated,2.02E+12,10356989,1,1,1,1,28,6,2,0,90,1,3
Unvalidated,2.02E+12,10356990,1,1,3,1,60,9,3,0,0,1,2
Unvalidated,2.02E+12,10357017,1,1,1,1,52,8,3,0,11,1,10
Unvalidated,2.02E+12,10357017,1,2,2,2,34,6,3,0,11,1,3
Unvalidated,2.02E+12,10357017,1,3,2,2,79,11,3,0,11,1,3
Unvalidated,2.02E+12,10357022,1,1,3,2,13,3,3,0,0,1,3
Unvalidated,2.02E+12,10357024,1,1,1,1,24,5,3,0,3,1,1
Unvalidated,2.02E+12,10357037,2,1,1,1,39,7,3,0,1,1,2
Unvalidated,2.02E+12,10357056,1,1,1,1,22,5,3,0,3,1,5
Unvalidated,2.02E+12,10357076,2,1,1,2,35,6,3,0,1,1,4
Unvalidated,2.02E+12,10357085,2,1,2,2,12,3,3,1,9,1,7
Unvalidated,2.02E+12,10357087,1,1,1,1,41,7,3,0,9,1,1
Unvalidated,2.02E+12,10357087,1,2,2,-1,-1,-1,3,1,9,1,1
Unvalidated,2.02E+12,10357087,1,3,2,-1,-1,-1,3,2,9,-1,-1
Unvalidated,2.02E+12,10357087,1,4,2,-1,-1,-1,3,2,9,-1,-1
Unvalidated,2.02E+12,10357100,1,1,1,1,19,4,2,0,1,1,3
Unvalidated,2.02E+12,10357115,2,1,1,1,53,8,3,0,9,1,9
Unvalidated,2.02E+12,10357122,1,1,1,1,49,8,3,0,3,1,7
Unvalidated,2.02E+12,10357153,1,1,1,1,43,7,3,0,1,1,2
Unvalidated,2.02E+12,10357173,1,1,1,1,37,7,3,0,5,1,3
Unvalidated,2.02E+12,10357198,1,1,1,1,34,6,3,0,3,1,4
Unvalidated,2.02E+12,10357202,1,1,1,1,85,11,3,0,9,1,6
Unvalidated,2.02E+12,10357202,2,2,1,2,29,6,3,0,9,1,5
Unvalidated,2.02E+12,10357219,1,1,1,1,26,6,3,0,3,1,1
Unvalidated,2.02E+12,10357235,1,1,3,2,17,4,3,0,0,1,4
Unvalidated,2.02E+12,10357235,1,2,3,2,17,4,3,0,0,1,2
Unvalidated,2.02E+12,10357237,2,1,1,1,30,6,3,0,3,-1,-1
Unvalidated,2.02E+12,10357277,1,1,1,1,30,6,3,0,9,1,4
Unvalidated,2.02E+12,10357282,1,1,3,2,51,8,3,0,0,-1,-1
Unvalidated,2.02E+12,10357284,1,1,3,2,50,8,3,0,0,1,6
Unvalidated,2.02E+12,10357299,2,1,1,1,23,5,3,0,1,1,4
Unvalidated,2.02E+12,10357315,2,1,1,1,20,4,2,0,1,1,5
Unvalidated,2.02E+12,61150791,2,3,2,2,14,3,3,2,9,1,6
Unvalidated,2.02E+12,61150956,1,1,1,2,53,8,2,0,9,1,3
Unvalidated,2.02E+12,61151055,2,1,1,1,18,4,3,0,1,1,4
Unvalidated,2.02E+12,61151145,2,1,1,1,22,5,3,0,9,1,8
Unvalidated,2.02E+12,61151167,1,1,1,1,19,4,3,0,9,1,1
Unvalidated,2.02E+12,61151732,2,1,1,1,49,8,3,0,1,-1,-1
Unvalidated,2.02E+12,61151804,2,1,1,1,51,8,3,0,9,1,9
Unvalidated,2.02E+12,61151804,2,2,2,1,9,2,3,2,9,1,9
Unvalidated,2.02E+12,61151804,2,3,2,2,10,2,3,2,9,1,9
Unvalidated,2.02E+12,61152064,2,1,1,2,35,6,3,0,9,1,5
Unvalidated,2.02E+12,61152167,2,1,1,1,52,8,3,0,9,1,1
Unvalidated,2.02E+12,61152298,3,1,1,1,26,6,3,0,9,1,2
Unvalidated,2.02E+12,61153664,1,1,1,1,42,7,3,0,9,1,1
Unvalidated,2.02E+12,61153664,4,2,1,1,76,11,3,0,9,1,10
Unvalidated,2.02E+12,61153664,5,3,2,2,28,6,3,1,9,1,9
Unvalidated,2.02E+12,61153664,6,4,1,1,48,8,3,0,9,1,3
Unvalidated,2.02E+12,61153715,1,1,1,1,30,6,2,0,9,-1,-1
Unvalidated,2.02E+12,61154071,2,1,1,1,62,9,3,0,19,2,8
Unvalidated,2.02E+12,61154277,2,1,1,1,31,6,3,0,11,1,1
Unvalidated,2.02E+12,61154822,1,1,3,2,84,11,2,0,0,1,4
Unvalidated,2.02E+12,61155047,2,1,1,1,39,7,3,0,9,1,2
Unvalidated,2.02E+12,61155055,2,1,1,1,33,6,3,0,90,-1,-1
Unvalidated,2.02E+12,61155157,3,1,1,1,32,6,3,0,9,1,5
Unvalidated,2.02E+12,61155424,1,1,1,1,19,4,1,0,3,1,1
Unvalidated,2.02E+12,61155761,1,1,1,1,32,6,2,0,1,1,5
Unvalidated,2.02E+12,61155900,1,1,3,2,15,3,3,0,0,1,1
Unvalidated,2.02E+12,61156122,2,1,2,2,-1,-1,3,-1,9,1,5
Unvalidated,2.02E+12,61156122,2,2,1,2,55,8,3,0,9,1,9
Unvalidated,2.02E+12,61156221,1,1,1,1,33,6,3,0,9,1,7
Unvalidated,2.02E+12,61156311,2,1,1,1,29,6,3,0,1,1,4
Unvalidated,2.02E+12,61156799,2,1,1,1,57,9,3,0,19,1,2
Unvalidated,2.02E+12,61157091,2,1,1,1,48,8,3,0,3,1,1
Unvalidated,2.02E+12,61157207,2,1,1,1,-1,-1,3,0,10,1,7
Unvalidated,2.02E+12,61157483,2,1,1,2,43,7,3,0,9,1,5
Unvalidated,2.02E+12,61158956,1,1,1,1,33,6,2,0,1,1,8
Unvalidated,2.02E+12,61159954,1,1,3,1,62,9,3,0,0,1,2
Unvalidated,2.02E+12,61159997,1,1,3,1,13,3,3,0,0,1,2
Unvalidated,2.02E+12,61160567,1,1,1,1,23,5,3,0,97,1,1
Unvalidated,2.02E+12,61161232,2,1,1,1,49,8,3,0,5,1,8
Unvalidated,2.02E+12,61161567,1,1,3,1,55,8,3,0,0,-1,-1
Unvalidated,2.02E+12,61162215,2,1,1,1,52,8,3,0,9,1,1
Unvalidated,2.02E+12,61162798,2,1,1,2,26,6,3,0,9,1,1
Unvalidated,2.02E+12,61162839,1,1,3,1,55,8,3,0,0,2,10
Unvalidated,2.02E+12,61163033,1,1,3,1,43,7,3,0,0,1,3
Unvalidated,2.02E+12,61163085,2,1,1,1,55,8,3,0,9,1,5
Unvalidated,2.02E+12,10365096,1,1,1,1,38,7,3,0,3,1,3
Unvalidated,2.02E+12,10365129,1,1,3,1,79,11,2,0,0,1,6
Unvalidated,2.02E+12,10365146,1,1,1,2,31,6,3,0,9,1,2
Unvalidated,2.02E+12,10365154,1,1,1,1,41,7,3,0,1,1,2
Unvalidated,2.02E+12,10365169,2,1,1,1,53,8,3,0,1,1,2
Unvalidated,2.02E+12,10365174,1,1,1,2,27,6,3,0,3,1,4
Unvalidated,2.02E+12,10365183,1,1,3,2,22,5,3,0,0,1,3
Unvalidated,2.02E+12,10365213,1,1,3,2,12,3,3,0,0,1,4
Unvalidated,2.02E+12,10365213,1,2,1,2,54,8,3,0,1,1,8
Unvalidated,2.02E+12,10365215,1,1,1,1,28,6,3,0,3,1,2
Unvalidated,2.02E+12,10365249,1,1,3,2,12,3,3,0,0,1,6
Unvalidated,2.02E+12,10365257,1,1,1,1,48,8,2,0,1,1,2
Unvalidated,2.02E+12,10365338,1,1,1,1,22,5,2,0,4,1,7
Unvalidated,2.02E+12,10365363,1,1,1,1,19,4,3,0,1,1,4
Unvalidated,2.02E+12,10365403,1,1,1,2,20,4,3,0,9,1,10
Unvalidated,2.02E+12,10365428,2,1,1,2,51,8,3,0,1,1,3
Unvalidated,2.02E+12,10365449,1,1,1,1,45,7,3,0,1,1,2
Unvalidated,2.02E+12,10365475,1,1,1,1,47,8,3,0,1,1,2
Unvalidated,2.02E+12,10365548,3,1,1,2,35,6,3,0,1,1,4
Unvalidated,2.02E+12,10365565,1,1,3,1,67,10,3,0,0,1,2
Unvalidated,2.02E+12,10365571,2,1,1,1,46,8,3,0,1,1,3
Unvalidated,2.02E+12,10365587,1,1,1,1,48,8,3,0,1,1,6
Unvalidated,2.02E+12,10365587,1,2,3,2,26,6,3,0,0,1,10
Unvalidated,2.02E+12,10365660,1,1,3,1,39,7,3,0,0,1,3
Unvalidated,2.02E+12,10365673,1,1,1,2,48,8,3,0,9,1,4
Unvalidated,2.02E+12,10365696,1,1,3,1,65,9,2,0,0,1,9
Unvalidated,2.02E+12,10365713,1,1,1,1,65,9,3,0,1,1,5
Unvalidated,2.02E+12,10365719,1,1,2,2,59,9,2,0,3,1,4
Unvalidated,2.02E+12,10365727,1,1,1,1,20,4,3,0,9,1,2
Unvalidated,2.02E+12,10365727,1,2,2,2,19,4,3,1,9,-1,-1
Unvalidated,2.02E+12,10365727,2,3,1,2,40,7,2,0,9,1,4
Unvalidated,2.02E+12,10365749,1,1,3,2,14,3,3,0,0,1,5
Unvalidated,2.02E+12,10365757,1,1,3,1,29,6,2,0,0,1,2
Unvalidated,2.02E+12,10365796,2,1,1,1,28,6,2,0,5,1,1
Unvalidated,2.02E+12,10365856,1,1,1,1,47,8,3,0,9,-1,-1
Unvalidated,2.02E+12,10365861,2,1,2,2,30,6,3,1,9,1,2
Unvalidated,2.02E+12,10365880,1,1,1,2,39,7,3,0,3,1,1
Unvalidated,2.02E+12,10365889,1,1,1,2,38,7,3,0,5,1,6
Unvalidated,2.02E+12,10365892,1,1,3,2,18,4,3,0,0,1,9
Unvalidated,2.02E+12,10365934,1,1,1,1,43,7,3,0,8,1,1
Unvalidated,2.02E+12,10365940,1,1,3,2,6,2,3,0,0,1,4
Unvalidated,2.02E+12,10365950,1,1,3,2,38,7,3,0,0,1,5
Unvalidated,2.02E+12,10365950,1,2,3,1,4,1,3,0,0,1,5
Unvalidated,2.02E+12,10365950,1,3,3,1,5,1,3,0,0,1,5
Unvalidated,2.02E+12,10365950,1,4,3,1,10,2,3,0,0,1,5
Unvalidated,2.02E+12,41171761,2,1,1,1,49,8,3,0,1,1,6
Unvalidated,2.02E+12,41171809,2,1,1,1,18,4,3,0,90,1,5
Unvalidated,2.02E+12,41171829,1,1,1,1,22,5,3,0,9,2,9
Unvalidated,2.02E+12,41171829,2,2,1,1,50,8,3,0,9,1,3
Unvalidated,2.02E+12,41172054,1,1,1,1,18,4,2,0,9,1,8
Unvalidated,2.02E+12,41172054,1,2,2,1,19,4,2,1,9,1,3
Unvalidated,2.02E+12,41172054,1,3,2,1,18,4,3,2,9,3,8
Unvalidated,2.02E+12,41172054,1,4,2,1,19,4,3,2,9,1,3
Unvalidated,2.02E+12,41172054,2,5,1,1,29,6,3,0,9,1,4
Unvalidated,2.02E+12,41172802,1,1,1,2,33,6,3,0,9,3,6
Unvalidated,2.02E+12,41173628,2,1,2,1,64,9,2,2,9,1,1
Unvalidated,2.02E+12,41173628,2,2,1,1,64,9,2,0,9,1,1
Unvalidated,2.02E+12,41173628,2,3,2,2,83,11,2,1,9,1,1
Unvalidated,2.02E+12,41174172,2,1,1,2,46,8,3,0,9,1,9
Unvalidated,2.02E+12,41174172,2,2,2,1,44,7,3,1,9,1,9
Unvalidated,2.02E+12,41175317,2,1,1,1,59,9,3,0,98,1,1
Unvalidated,2.02E+12,41175948,2,1,2,2,43,7,3,1,9,1,10
Unvalidated,2.02E+12,41175948,2,2,1,2,83,11,3,0,9,1,10
Unvalidated,2.02E+12,41176079,1,1,3,2,13,3,3,0,0,1,2
Unvalidated,2.02E+12,41176458,1,1,3,1,23,5,2,0,0,-1,-1
Unvalidated,2.02E+12,41176505,2,1,2,2,24,5,3,1,9,1,10
Unvalidated,2.02E+12,41176567,1,1,2,2,19,4,2,2,9,1,3
Unvalidated,2.02E+12,41177463,2,1,1,1,53,8,2,0,1,2,9
Unvalidated,2.02E+12,41178466,2,1,2,2,64,9,2,1,9,1,5
Unvalidated,2.02E+12,41178595,2,1,1,1,47,8,2,0,1,1,3
Unvalidated,2.02E+12,41179367,2,1,2,1,26,6,3,1,9,1,1
Unvalidated,2.02E+12,41179377,1,1,1,1,35,6,3,0,9,1,2
Unvalidated,2.02E+12,41179377,2,2,1,1,19,4,3,0,9,1,4
Unvalidated,2.02E+12,41180433,1,1,1,1,50,8,2,0,9,1,1
Unvalidated,2.02E+12,41180520,1,1,2,2,20,4,3,1,9,-1,-1
Unvalidated,2.02E+12,41180853,2,1,1,2,67,10,3,0,9,1,4
Unvalidated,2.02E+12,41180929,1,1,3,1,28,6,3,0,0,2,8
Unvalidated,2.02E+12,41182280,1,1,1,1,17,4,2,0,9,3,7
Unvalidated,2.02E+12,41182280,1,2,2,1,17,4,3,1,9,3,7
Unvalidated,2.02E+12,41182280,1,3,2,2,17,4,2,2,9,1,2
Unvalidated,2.02E+12,41182280,2,4,1,1,57,9,3,0,9,1,5
Unvalidated,2.02E+12,41182280,2,5,2,2,54,8,3,1,9,1,5
Unvalidated,2.02E+12,41182280,2,6,2,1,56,9,3,2,9,1,2
Unvalidated,2.02E+12,41182630,1,1,3,1,6,2,3,0,0,1,1
Unvalidated,2.02E+12,41183366,1,1,1,2,53,8,2,0,9,1,1
Unvalidated,2.02E+12,41183820,1,2,1,1,33,6,3,0,9,1,1
Unvalidated,2.02E+12,41183820,1,3,2,2,33,6,2,1,9,1,1
Unvalidated,2.02E+12,41183820,2,1,1,2,34,6,2,0,9,1,3
Unvalidated,2.02E+12,41184418,1,1,1,2,31,6,2,0,9,2,3
Unvalidated,2.02E+12,41184448,1,1,3,2,8,2,3,0,0,1,4
Unvalidated,2.02E+12,61163152,1,1,1,2,67,10,2,0,9,1,8
Unvalidated,2.02E+12,61163324,1,1,1,1,18,4,3,0,9,1,5
Unvalidated,2.02E+12,61163508,1,1,1,1,45,7,3,0,9,1,2
Unvalidated,2.02E+12,61163551,2,1,1,1,73,10,3,0,9,1,10
Unvalidated,2.02E+12,61163575,2,1,1,2,28,6,3,0,9,1,10
Unvalidated,2.02E+12,61163575,2,2,2,2,27,6,3,1,9,1,8
Unvalidated,2.02E+12,61163752,2,1,1,1,62,9,2,0,1,1,3
Unvalidated,2.02E+12,61163909,2,2,1,1,42,7,2,0,90,1,7
Unvalidated,2.02E+12,61163997,2,1,1,1,49,8,3,0,1,1,7
Unvalidated,2.02E+12,61164635,2,1,1,2,34,6,2,0,1,1,6
Unvalidated,2.02E+12,61164756,1,1,1,1,38,7,3,0,9,-1,-1
Unvalidated,2.02E+12,61164775,1,1,3,1,15,3,2,0,0,1,1
Unvalidated,2.02E+12,61164807,1,1,1,1,32,6,2,0,1,1,8
Unvalidated,2.02E+12,61165239,2,1,1,2,27,6,3,0,9,1,2
Unvalidated,2.02E+12,61165554,2,1,1,1,29,6,3,0,1,1,3
Unvalidated,2.02E+12,61165595,1,1,3,2,48,8,3,0,0,1,8
Unvalidated,2.02E+12,61165653,3,1,1,1,52,8,3,0,1,-1,-1
Unvalidated,2.02E+12,61167538,1,1,1,1,30,6,2,0,1,1,1
Unvalidated,2.02E+12,61167694,2,1,1,1,25,5,3,0,9,1,6
Unvalidated,2.02E+12,61167694,2,2,2,1,25,5,3,1,9,1,2
Unvalidated,2.02E+12,61168050,2,1,1,1,15,3,3,0,1,1,1
Unvalidated,2.02E+12,61168080,2,1,1,1,25,5,3,0,1,1,4
Unvalidated,2.02E+12,61168358,2,1,1,1,36,7,3,0,1,1,5
Unvalidated,2.02E+12,61168478,1,1,3,1,31,6,3,0,0,1,1
Unvalidated,2.02E+12,61168511,2,1,1,2,26,6,3,0,1,1,3
